time,ACTON275,BOL5,Densidad2_,ECE7,GR,GR2,HALFAC3,IACCEL1,RX306
1019.301,-0.061050061,-0.1001221,-0.00094226719,-0.036630038,-0.024420025,-1.1037852,-0.031746034,2.1758242,0.0
1019.4109,-0.061050061,-0.097680099,-0.0043075071,-0.036630038,-0.021978023,-0.92307693,-0.031746034,2.1733823,0.0
1019.421,-0.058608059,-0.1001221,-0.00094226719,-0.036630038,2.4395604,-0.8888889,-0.031746034,2.1758242,0.0097680101
1019.501,-0.058608059,-0.097680099,-0.00030960207,-0.036630038,1.7655678,-0.84249085,-0.03907204,2.1758242,0.0048840051
1019.541,-0.031746034,-0.097680099,-0.00043075072,-0.034188036,1.8510379,-1.0427351,-0.029304029,2.1758242,0.0097680101
1019.7209,-0.053724054,-0.095238097,-0.0010768768,-0.034188036,1.9145299,-1.0256411,-0.031746034,2.1758242,0.0
1019.781,-0.092796095,-0.092796095,0.0021537535,-0.036630038,1.8998779,-1.0329671,-0.0024420025,2.1782663,-0.0048840051
1019.9109,-0.04884005,-0.092796095,0.0021537535,-0.034188036,1.9389499,-0.86691087,-0.014652015,2.1733823,0.0048840051
1019.9709,-0.12454212,-0.090354092,-4.0382878e-05,-0.036630038,1.8241758,-0.86446887,-0.031746034,2.1782663,-0.0097680101
1020.021,-0.04884005,-0.08791209,-0.00030960207,-0.036630038,1.6288157,-1.0305251,-0.053724054,2.1855922,-0.0097680101
1020.311,-0.051282052,-0.08791209,0.0020191439,-0.036630038,1.7362638,-0.91575092,-0.031746034,2.1855922,-0.0048840051
1020.401,-0.021978023,-0.085470088,-0.00068650895,-0.036630038,0.99389499,-1.1355312,-0.034188036,2.1831503,-0.0097680101
1020.421,-0.03907204,-0.075702079,-0.0012114864,-0.036630038,1.0573871,-0.97680098,-0.034188036,2.1855922,0.0048840051
1020.511,-0.031746034,-0.073260076,0.0049805553,-0.036630038,0.97435898,-0.92307693,-0.031746034,2.1855922,0.0
1020.991,0.017094018,-0.068376072,0.00086150144,-0.036630038,1.0061051,-1.0818071,-0.017094018,2.1880343,-0.0048840051
1021.071,0.024420025,-0.063492067,0.0016287761,-0.036630038,0.94749695,-1.2820513,-0.034188036,2.1807082,0.0097680101
1021.081,0.024420025,-0.061050061,0.00021537536,-0.036630038,0.96703297,-1.3797314,-0.031746034,2.1807082,0.01953602
1021.391,0.034188036,-0.061050061,0.0073093013,-0.036630038,0.95238096,-1.3601954,-0.034188036,2.1831503,0.014652015
