time,ACTON275,BOL5,Densidad2_,ECE7,GR,GR2,HALFAC3,IACCEL1,RX306
1108.911,4.3907204,1.2429793,0.54092866,-0.65201467,2.2173383,-1.8241758,0.77167279,2.1733823,1.0402931
1108.981,4.3858366,1.2551893,0.52621585,-0.66666669,2.0122101,-1.8388278,0.76923078,2.1733823,1.0402931
1109.0909,4.4004884,1.2649573,0.53107524,-0.65689868,2.1953602,-1.7997558,0.77899879,2.1782663,1.0158731
1109.1909,4.4224663,1.2625153,0.53219253,-0.65445668,2.1172161,-1.6727717,0.70573872,2.1758242,1.0305251
1109.2109,4.4004884,1.2600733,0.53905761,-0.63736266,2.1147742,-1.8608059,0.70573872,2.1709402,1.0744811
1109.251,4.4566545,1.2649573,0.53095412,-0.64468867,2.2051282,-1.8119658,0.72283274,2.1831503,1.0451771
1109.3309,4.4493284,1.2625153,0.54017484,-0.63980466,2.0634921,-1.7387058,0.71062273,2.1660562,1.0549451
1109.351,4.4664226,1.2600733,0.54491311,-0.66910869,2.2173383,-1.8437119,0.75213677,2.1733823,1.0647131
1109.411,4.4542127,1.2649573,0.53519428,-0.60073262,2.2344322,-1.8070818,0.84493285,2.1733823,1.0598291
1109.4509,4.4639807,1.2820513,0.53032142,-0.61782664,2.04884,-1.6630037,0.81562883,2.1684983,1.0793651
1109.6909,4.3907204,1.2698413,0.54578805,-0.61050063,2.3272283,-1.7704518,0.82783884,2.1684983,1.0842491
1109.781,4.3223443,1.2967033,0.53581351,-0.61782664,2.1465201,-1.7045177,0.71062273,2.1684983,1.0598291
1109.821,4.4029303,1.2967033,0.53967679,-0.62759465,2.1245422,-1.7264957,0.74236876,2.1733823,1.0647131
1109.9209,4.5103784,1.2869353,0.53007913,-0.65445668,2.2515264,-1.8803419,0.74481076,2.1733823,1.0647131
1110.121,4.6349206,1.2844933,0.53656733,-0.63492066,2.1489623,-1.7582418,0.73748475,2.1758242,1.0402931
1110.131,4.6324787,1.2918193,0.53382128,-0.65201467,2.1245422,-1.8412699,0.71794873,2.1611722,1.0305251
1110.1809,4.6105008,1.2918193,0.53493851,-0.65445668,2.02442,-1.7851038,0.73992676,2.1733823,1.0451771
1110.241,4.5616608,1.2771673,0.53855956,-0.63247865,2.1514041,-1.9145299,0.7863248,2.1709402,1.0500611
1110.251,4.6031747,1.2796093,0.54242283,-0.62515265,2.1172161,-1.7289377,0.7863248,2.1684983,1.0598291
1110.281,4.5494504,1.2771673,0.53780574,-0.62759465,2.1953602,-1.6752137,0.74969476,2.1611722,1.0305251
1110.571,4.4395604,1.2844933,0.53706539,-0.62759465,2.1855922,-1.8876679,0.75213677,2.1660562,1.0451771
1110.911,4.4713063,1.2918193,0.53780574,-0.66910869,2.4444444,-1.8485959,0.76434678,2.1684983,1.0647131
1111.041,4.4249086,1.2771673,0.53868067,-0.65201467,2.1514041,-1.6239316,0.79609281,2.1660562,1.0549451
1111.301,4.5079365,1.2918193,0.54092866,-0.65689868,2.1929183,-1.8510379,0.81074482,2.1611722,1.0598291
1111.311,4.4761906,1.2625153,0.54266512,-0.69597071,2.1904762,-1.9340659,0.7887668,2.1684983,1.0305251
1111.321,4.4664226,1.2649573,0.54117095,-0.6862027,2.1440783,-1.8021978,0.71550673,2.1636143,1.0158731
1111.4209,4.4420023,1.2673993,0.54017484,-0.6764347,2.1684983,-1.8803419,0.72039074,2.1587303,1.0500611
1111.4309,4.5054946,1.2649573,0.54304206,-0.66178268,2.1489623,-1.8949939,0.73992676,2.1660562,1.0402931
1111.4509,4.4761906,1.2429793,0.53943449,-0.66422468,2.2100122,-1.8925519,0.73992676,2.1660562,1.0500611
1111.501,4.5128207,1.2478633,0.54329783,-0.67399269,2.1489623,-1.6630037,0.76678878,2.1587303,1.0744811
1111.6709,4.5372405,1.2503053,0.53581351,-0.64224666,2.2246642,-1.9316239,0.77899879,2.1562881,1.0695971
1111.731,4.5103784,1.2503053,0.53929991,-0.6837607,2.3809524,-1.7435898,0.72771674,2.1611722,1.0598291
1111.771,4.4786325,1.2527473,0.54554576,-0.65689868,2.1269841,-1.8315018,0.72771674,2.1684983,1.0793651
1111.881,4.4981685,1.2820513,0.54441506,-0.68864471,2.1294262,-1.8705739,0.76434678,2.1684983,1.0647131
1111.9309,4.4297924,1.3040293,0.54417276,-0.67155069,2.2442002,-1.9047619,0.73015875,2.1611722,1.0940171
1112.041,4.4688644,1.2796093,0.53967679,-0.70085472,2.1807082,-1.6825397,0.77411479,2.1660562,1.0695971
1112.4709,4.5274725,1.2771673,0.53394246,-0.70573872,2.0757022,-1.8021978,0.77167279,2.1684983,1.0647131
1112.781,4.4761906,1.2625153,0.53318864,-0.68864471,2.2368743,-1.8510379,0.77411479,2.1611722,1.0598291
1112.811,4.4981685,1.2722833,0.5374288,-0.6862027,2.1904762,-1.6752137,0.76434678,2.1733823,1.0793651
1112.8409,4.4835167,1.2527473,0.5315733,-0.6813187,2.1343102,-1.8925519,0.71062273,2.1611722,1.0842491
1113.031,4.4932847,1.2503053,0.53444046,-0.66422468,2.1343102,-1.7460318,0.76678878,2.1733823,1.0793651
1113.101,4.4981685,1.2625153,0.54216707,-0.66666669,2.1611722,-1.9194139,0.6837607,2.1709402,1.0647131
1113.231,4.5323567,1.2771673,0.54503429,-0.66422468,2.1807082,-1.8901099,0.72527474,2.1684983,1.0500611
1113.3409,4.5909648,1.2844933,0.54803604,-0.66910869,2.1538463,-1.960928,0.76434678,2.1709402,1.0647131
1113.4709,4.5567765,1.2869353,0.54417276,-0.66666669,2.1758242,-1.8095238,0.76923078,2.1733823,1.0207571
1113.621,4.5470085,1.2625153,0.54092866,-0.6813187,2.1001222,-1.956044,0.80341882,2.1733823,1.0158731
1113.6909,4.5347986,1.2649573,0.53730768,-0.64957267,2.1294262,-1.985348,0.7887668,2.1733823,1.0061051
1113.731,4.5860806,1.2673993,0.53631157,-0.65934068,2.0952382,-1.7899878,0.74725276,2.1733823,1.0256411
1113.771,4.6056166,1.2820513,0.54104984,-0.69597071,2.1269841,-1.9096459,0.74236876,2.1758242,1.0402931
1113.811,4.5689864,1.3186814,0.54341894,-0.70573872,2.043956,-1.8608059,0.76190478,2.1733823,1.0500611
1113.871,4.5787544,1.3162394,0.54566693,-0.69352871,2.0781441,-1.8998779,0.79609281,2.1782663,1.0549451
1113.881,4.6080585,1.3162394,0.54292089,-0.67155069,2.1245422,-1.6605617,0.75702077,2.1782663,1.0500611
1113.9209,4.5909648,1.3211234,0.55002826,-0.66666669,2.1978023,-1.8901099,0.74969476,2.1782663,1.0451771
1114.111,4.6324787,1.2991453,0.54055178,-0.66910869,2.0610502,-1.8266178,0.78144079,2.1782663,1.0549451
1114.141,4.5763125,1.2771673,0.54429388,-0.69352871,2.029304,-1.9242979,0.7838828,2.1807082,1.0354091
1114.261,4.5006104,1.2796093,0.5406729,-0.6813187,2.1001222,-1.8046398,0.7838828,2.1880343,1.0695971
1114.271,4.5177045,1.2649573,0.54142672,-0.66910869,2.1391943,-1.7289377,0.77167279,2.1831503,1.1086692
1114.321,4.5103784,1.2649573,0.54927444,-0.66666669,2.0879121,-1.8778999,0.77411479,2.1831503,1.0744811
1114.4509,4.5225887,1.2869353,0.543917,-0.65689868,2.1978023,-1.8901099,0.7863248,2.1855922,1.0549451
1114.511,4.5054946,1.2967033,0.55364931,-0.63980466,2.0903542,-1.9096459,0.81562883,2.1807082,1.0500611
1114.6709,4.5518928,1.3015873,0.55875099,-0.63247865,2.2368743,-1.9072039,0.72527474,2.1807082,1.0598291
1114.731,4.5909648,1.2893773,0.54578805,-0.64713067,2.1269841,-1.8534799,0.76923078,2.1855922,1.0549451
1114.811,4.5323567,1.2869353,0.54827833,-0.66666669,2.0463982,-1.7020757,0.81807083,2.1953602,1.0500611
1114.8409,4.5665445,1.2893773,0.54503429,-0.6813187,2.0683761,-1.9413919,0.81562883,2.1831503,1.0451771
1114.851,4.5592184,1.2771673,0.53955567,-0.66178268,2.043956,-1.7899878,0.73015875,2.1855922,1.0402931
1114.861,4.5934067,1.2942613,0.54467082,-0.65689868,2.1733823,-1.8949939,0.74969476,2.1807082,1.0402931
1114.981,4.5347986,1.3211234,0.5506475,-0.64957267,2.1123321,-1.6825397,0.7887668,2.1855922,1.0793651
1115.0909,4.6251526,1.2991453,0.55289549,-0.66666669,2.1098902,-1.9218559,0.77655679,2.1831503,1.0842491
1115.121,4.5641026,1.2698413,0.54441506,-0.64468867,2.0952382,-1.6874237,0.77167279,2.1807082,1.0598291
1115.141,4.5323567,1.3113554,0.55028403,-0.65689868,2.1391943,-1.8827839,0.7912088,2.1831503,1.0549451
1115.241,4.6178265,1.3040293,0.54841298,-0.65201467,2.1660562,-1.8754579,0.74236876,2.1855922,1.0989012
1115.381,4.6471305,1.3211234,0.54666305,-0.66666669,2.0976801,-1.9389499,0.71550673,2.1831503,1.0744811
1115.391,4.6495728,1.3064713,0.54554576,-0.66910869,2.1269841,-1.7606838,0.72771674,2.1880343,1.0647131
1115.4509,4.6568985,1.3137974,0.54092866,-0.6837607,2.0732601,-1.8583639,0.75213677,2.1782663,1.0842491
1115.551,4.6398048,1.3137974,0.53519428,-0.66178268,2.0512822,-1.9413919,0.73504275,2.1831503,1.0695971
1115.601,4.5860806,1.2967033,0.5334444,-0.61782664,2.0854702,-1.9218559,0.84249085,2.1807082,1.0695971
1115.611,4.6080585,1.2869353,0.54104984,-0.63247865,2.1147742,-1.9072039,0.81562883,2.1807082,1.0744811
1115.631,4.5860806,1.2991453,0.5334444,-0.65201467,2.1098902,-1.8827839,0.80341882,2.1807082,1.0891331
1115.791,4.5958486,1.3260074,0.54417276,-0.63247865,2.1367521,-1.6214896,0.73992676,2.1831503,1.1233212
1115.861,4.5909648,1.3357754,0.54403818,-0.62759465,2.1367521,-1.8461539,0.81807083,2.1782663,1.1086692
1115.911,4.6495728,1.3528694,0.55289549,-0.63736266,2.0830281,-1.97558,0.84737486,2.1782663,1.0891331
1116.051,4.6593409,1.3284494,0.54791492,-0.64468867,2.1562881,-1.6971917,0.76678878,2.1782663,1.0940171
1116.2009,4.6593409,1.3260074,0.54541117,-0.64468867,2.1098902,-1.6678877,0.78144079,2.1807082,1.0842491
1116.251,4.6568985,1.3431014,0.55090326,-0.63492066,1.995116,-1.958486,0.73504275,2.1709402,1.0647131
1116.271,4.6642246,1.3040293,0.55128014,-0.63736266,2.009768,-1.8241758,0.76678878,2.1807082,1.0744811
1116.391,4.6862025,1.3040293,0.54329783,-0.63736266,2.1831503,-1.7899878,0.7887668,2.1733823,1.0647131
1116.4609,4.6300368,1.3162394,0.55526459,-0.63736266,2.0830281,-1.8510379,0.81318682,2.1733823,1.0793651
1116.761,4.4835167,1.3235654,0.54640728,-0.62515265,1.968254,-1.6776557,0.7887668,2.1733823,1.0695971
1116.981,4.5347986,1.3064713,0.55701452,-0.62271065,2.0,-1.958486,0.77411479,2.1684983,1.0940171
1117.101,4.6056166,1.3137974,0.5471611,-0.64713067,2.1001222,-1.980464,0.72527474,2.1807082,1.1135532
1117.1909,4.6544566,1.3186814,0.55327237,-0.65445668,2.1636143,-1.7411478,0.72283274,2.1733823,1.0891331
1117.401,4.6495728,1.3406594,0.53943449,-0.63736266,2.0903542,-1.968254,0.71062273,2.1733823,1.0940171
1117.551,4.5665445,1.3235654,0.5406729,-0.65934068,2.1709402,-2.0415142,0.83272284,2.1782663,1.0940171
1117.5809,4.5836387,1.3113554,0.54640728,-0.66178268,2.0952382,-2.043956,0.82539684,2.1782663,1.0940171
1117.7109,4.5787544,1.3089134,0.5485341,-0.61538464,2.1880343,-1.9120879,0.83516484,2.1733823,1.0842491
1117.761,4.5567765,1.2869353,0.53792685,-0.60561663,2.1221001,-1.8901099,0.77167279,2.1758242,1.0598291
1117.811,4.5665445,1.2796093,0.54204595,-0.61050063,2.1074481,-1.7753358,0.73504275,2.1733823,1.0891331
1117.8309,4.5323567,1.3137974,0.54553235,-0.61538464,1.992674,-1.7606838,0.75946277,2.1733823,1.0598291
1117.901,4.5885224,1.3137974,0.54553235,-0.61538464,2.1196582,-2.0805862,0.83272284,2.1733823,1.0695971
1117.9309,4.5689864,1.3089134,0.55339354,-0.60805863,1.96337,-1.7533578,0.79365081,2.1733823,1.0793651
1118.001,4.5958486,1.3113554,0.54965138,-0.60073262,2.0512822,-2.029304,0.79365081,2.1782663,1.0891331
1118.111,4.5714288,1.3113554,0.5406729,-0.62271065,2.0805862,-1.8388278,0.73504275,2.1758242,1.1037852
1118.161,4.5567765,1.3162394,0.5471611,-0.63980466,2.0976801,-2.0634921,0.6837607,2.1807082,1.0940171
1118.381,4.6300368,1.2893773,0.55277431,-0.64224666,1.9047619,-1.9242979,0.6837607,2.1758242,1.1086692
1118.411,4.6593409,1.2893773,0.54479194,-0.64224666,2.0537241,-1.970696,0.82539684,2.1733823,1.1086692
1118.7109,4.7081809,1.3040293,0.54279977,-0.65934068,2.0170941,-1.98779,0.79609281,2.1758242,1.1428572
1119.1809,4.5494504,1.3113554,0.55351466,-0.63736266,2.043956,-1.7875458,0.84493285,2.1733823,1.1526252
1119.231,4.5787544,1.2893773,0.56809288,-0.64957267,2.0927961,-1.6654457,0.82783884,2.1733823,1.1575092
1119.241,4.5763125,1.2771673,0.54874951,-0.63247865,2.009768,-2.02442,0.77167279,2.1782663,1.1282052
1119.281,4.5494504,1.2820513,0.5581587,-0.63247865,1.990232,-1.8070818,0.76434678,2.1782663,1.1282052
1119.3309,4.5592184,1.2893773,0.53881532,-0.61050063,1.9242979,-1.8778999,0.69352871,2.1733823,1.1330892
1119.391,4.5152626,1.2991453,0.55055326,-0.61782664,2.0415142,-1.960928,0.70573872,2.1758242,1.1379732
1119.401,4.5470085,1.2844933,0.55196667,-0.64957267,2.0879121,-1.7020757,0.71306473,2.1733823,1.1477412
1119.4209,4.5518928,1.2796093,0.54926103,-0.63492066,2.0659342,-2.0073261,0.71794873,2.1807082,1.1282052
1119.4709,4.6056166,1.2771673,0.54771298,-0.64713067,2.029304,-1.8070818,0.70573872,2.1831503,1.0940171
1119.531,4.6764345,1.2967033,0.56099898,-0.64224666,2.009768,-2.029304,0.70573872,2.1782663,1.0989012
1119.541,4.6788769,1.3211234,0.56746024,-0.61294264,2.0537241,-1.9096459,0.71794873,2.1758242,1.1428572
1119.611,4.6446886,1.3260074,0.56048745,-0.62271065,1.95116,-1.7875458,0.73992676,2.1831503,1.1330892
1119.6809,4.6349206,1.2796093,0.56397384,-0.62026864,2.034188,-1.9389499,0.76434678,2.1807082,1.1282052
1119.7109,4.6617827,1.2820513,0.56603336,-0.63492066,1.9120879,-1.8656899,0.80830282,2.1831503,1.1233212
1119.791,4.6275945,1.3357754,0.55403966,-0.63736266,2.1147742,-1.6898657,0.76434678,2.1855922,1.0695971
1119.801,4.6593409,1.3137974,0.55674529,-0.63003665,2.034188,-1.7484738,0.79609281,2.1807082,1.0793651
1119.811,4.6349206,1.3333334,0.55378389,-0.62271065,2.0170941,-1.97558,0.75213677,2.1904762,1.0842491
1119.9409,4.5836387,1.3015873,0.54784763,-0.62759465,2.009768,-1.9340659,0.77899879,2.1831503,1.0842491
1120.141,4.6373625,1.2796093,0.55623376,-0.62026864,2.1025641,-1.960928,0.76434678,2.1880343,1.0842491
1120.2209,4.6471305,1.2869353,0.54720145,-0.61538464,2.0219781,-1.7069597,0.79609281,2.1855922,1.0891331
1120.401,4.5909648,1.2893773,0.54152095,-0.62759465,2.0512822,-1.6483517,0.80586082,2.1855922,1.0793651
1120.4609,4.6691089,1.3064713,0.54177672,-0.60561663,1.953602,-1.8388278,0.85225886,2.1807082,1.1282052
1120.481,4.5567765,1.2893773,0.55533189,-0.60317463,2.0317461,-1.9462759,0.85470086,2.1831503,1.1037852
1120.491,4.5982904,1.2747253,0.54577464,-0.59584862,1.9365079,-1.98779,0.75702077,2.1831503,1.0989012
1120.521,4.5518928,1.3064713,0.55429542,-0.62759465,2.0927961,-1.8021978,0.69352871,2.1807082,1.1086692
1120.5809,4.5714288,1.3089134,0.54874951,-0.62759465,2.1123321,-1.9169719,0.6862027,2.1831503,1.1086692
1120.6809,4.5641026,1.3284494,0.56099898,-0.62759465,2.1025641,-1.8754579,0.76678878,2.1782663,1.1086692
1121.131,4.6251526,1.3284494,0.56074321,-0.62271065,2.0561662,-1.8437119,0.73015875,2.1782663,1.1086692
1121.161,4.6275945,1.3137974,0.54436123,-0.62759465,2.029304,-1.8217338,0.69352871,2.1733823,1.1037852
1121.2209,4.5518928,1.2991453,0.54655534,-0.61782664,2.02442,-1.98779,0.72771674,2.1782663,1.0940171
1121.3309,4.5885224,1.3162394,0.55351466,-0.62759465,2.1318681,-1.9340659,0.65934068,2.1684983,1.0940171
1121.4409,4.6007328,1.3113554,0.55300313,-0.60805863,1.9462759,-1.7020757,0.72527474,2.1782663,1.0842491
1121.531,4.5592184,1.3089134,0.54965138,-0.61782664,1.995116,-1.6678877,0.73992676,2.1807082,1.0891331
1121.561,4.5763125,1.3089134,0.55080903,-0.62271065,2.1196582,-1.7313797,0.75946277,2.1709402,1.0793651
1121.5909,4.5714288,1.3186814,0.54565346,-0.62026864,2.1050062,-1.95116,0.73504275,2.1758242,1.0793651
1121.6709,4.6105008,1.2893773,0.55351466,-0.62759465,2.0976801,-1.8461539,0.69108671,2.1684983,1.0989012
1121.891,4.7008548,1.3089134,0.55932981,-0.62026864,2.02442,-1.9194139,0.76434678,2.1660562,1.0891331
1121.9309,4.7277169,1.2967033,0.55158973,-0.59829062,2.1147742,-1.7728938,0.73992676,2.1684983,1.1330892
1122.261,4.6422467,1.3113554,0.56526607,-0.62026864,2.0757022,-1.8925519,0.71062273,2.1611722,1.1233212
1122.351,4.6422467,1.2967033,0.5517109,-0.58852261,2.0122101,-1.8485959,0.7912088,2.1684983,1.1330892
1122.551,4.7423687,1.3015873,0.57055622,-0.59584862,2.1343102,-1.6678877,0.79609281,2.1684983,1.1379732
1122.751,4.7057385,1.2991453,0.56125474,-0.60805863,2.0610502,-1.8192918,0.85470086,2.1636143,1.1184372
1122.8409,4.6568985,1.2893773,0.5638392,-0.60073262,1.9462759,-1.9120879,0.84737486,2.1660562,1.1037852
1123.021,4.7130647,1.2869353,0.56125474,-0.59584862,1.8583639,-1.6288157,0.85714287,2.1636143,1.0940171
1123.061,4.7203908,1.3015873,0.55893946,-0.61538464,2.1391943,-1.6800977,0.86446887,2.1660562,1.1037852
1123.1809,4.6739926,1.2869353,0.56435072,-0.60317463,1.982906,-1.8437119,0.77655679,2.1684983,1.1184372
1123.231,4.6959705,1.2893773,0.56681412,-0.59340662,2.0903542,-1.8485959,0.76923078,2.1660562,1.1233212
1123.271,4.7179489,1.2869353,0.56125474,-0.63247865,2.1050062,-1.95116,0.77411479,2.1733823,1.0989012
1123.371,4.7521367,1.2747253,0.55249161,-0.63492066,2.0561662,-1.9438339,0.80586082,2.1709402,1.1086692
1123.4409,4.7350426,1.2796093,0.56422961,-0.61782664,2.0903542,-1.8192918,0.8986569,2.1660562,1.1086692
1123.521,4.7106228,1.2747253,0.55055326,-0.63247865,2.1098902,-1.9389499,0.7912088,2.1733823,1.0989012
1123.5909,4.6788769,1.2673993,0.55635494,-0.66666669,2.2148962,-1.8827839,0.79853481,2.1684983,1.1037852
1123.6809,4.6373625,1.2771673,0.56307197,-0.66666669,2.0732601,-1.9047619,0.83516484,2.1709402,1.0793651
1123.771,4.6349206,1.2820513,0.55945092,-0.64713067,1.96337,-1.9340659,0.81562883,2.1660562,1.0891331
1123.8409,4.6593409,1.2918193,0.5468111,-0.65445668,2.1416361,-1.8998779,0.76190478,2.1684983,1.0989012
1124.021,4.4884005,1.2967033,0.54965138,-0.62026864,2.1416361,-1.8559219,0.73992676,2.1709402,1.0940171
1124.0909,4.6251526,1.2893773,0.55609918,-0.63736266,2.0683761,-1.9242979,0.75946277,2.1733823,1.0940171
1124.281,4.6080585,1.2820513,0.55441654,-0.64224666,2.02442,-1.9340659,0.75946277,2.1684983,1.1086692
1124.491,4.6227107,1.2673993,0.55893946,-0.65201467,2.02442,-1.9413919,0.74725276,2.1758242,1.1037852
1124.571,4.5836387,1.2820513,0.55790293,-0.63247865,2.0781441,-1.7557998,0.79853481,2.1709402,1.0989012
1124.751,4.6617827,1.2771673,0.55351466,-0.63247865,2.1318681,-1.7875458,0.73015875,2.1709402,1.1086692
1124.8409,4.6984129,1.2698413,0.55468577,-0.61782664,2.1196582,-1.7411478,0.70573872,2.1709402,1.1135532
1125.0909,4.7277169,1.3113554,0.55854905,-0.61782664,2.0537241,-1.8437119,0.72527474,2.1733823,1.1184372
1125.1809,4.6520147,1.3431014,0.55210125,-0.61294264,2.1538463,-1.8241758,0.69597071,2.1733823,1.1233212
1125.2009,4.6153846,1.3260074,0.55984133,-0.61782664,2.0219781,-1.7655678,0.70085472,2.1758242,1.1086692
1125.381,4.5689864,1.3284494,0.55416077,-0.62515265,2.0976801,-1.7753358,0.6837607,2.1684983,1.0891331
1125.4409,4.6227107,1.3186814,0.55570883,-0.64468867,2.0073261,-1.95116,0.71306473,2.1709402,1.0989012
1125.511,4.6178265,1.3113554,0.55468577,-0.64224666,2.1098902,-1.7411478,0.76190478,2.1782663,1.0891331
1125.5809,4.6300368,1.3260074,0.56706983,-0.64224666,1.9462759,-1.7826618,0.88156289,2.1733823,1.1086692
1125.651,4.6227107,1.3162394,0.54784763,-0.63247865,2.1294262,-1.7167277,0.90109891,2.1709402,1.1282052
1126.241,4.6666665,1.3137974,0.55506265,-0.62759465,2.1391943,-1.8827839,0.93284494,2.1733823,1.1233212
1126.3409,4.757021,1.3137974,0.56074321,-0.63980466,1.968254,-1.6459097,0.87912089,2.1660562,1.1135532
1126.501,4.6862025,1.3113554,0.54655534,-0.63736266,2.1343102,-1.6776557,0.8937729,2.1709402,1.1477412
1126.641,4.6617827,1.3186814,0.5502975,-0.59829062,2.1294262,-1.7753358,0.81318682,2.1733823,1.1477412
1126.661,4.6715508,1.3040293,0.54771298,-0.61782664,2.0512822,-1.7997558,0.77899879,2.1733823,1.1037852
1126.6709,4.6715508,1.3089134,0.54074019,-0.65689868,1.9365079,-1.7948718,0.82051283,2.1733823,1.0842491
1127.0809,4.6739926,1.3137974,0.55313778,-0.66178268,2.0610502,-1.8168498,0.79609281,2.1733823,1.0695971
1127.111,4.6593409,1.3235654,0.55222243,-0.65934068,2.0073261,-1.8852259,0.7838828,2.1782663,1.0695971
1127.131,4.6984129,1.3186814,0.54926103,-0.65934068,2.0317461,-1.7411478,0.84981686,2.1709402,1.0842491
1127.231,4.7106228,1.3137974,0.55533189,-0.63736266,2.1465201,-1.8583639,0.74725276,2.1709402,1.0891331
1127.4309,4.6544566,1.3186814,0.56152391,-0.63980466,2.1489623,-1.8632479,0.77167279,2.1733823,1.0695971
1127.501,4.5934067,1.2967033,0.55893946,-0.64224666,2.1025641,-1.7753358,0.77167279,2.1684983,1.0842491
1127.561,4.6153846,1.3015873,0.55132055,-0.63980466,2.02442,-1.8168498,0.78144079,2.1660562,1.0842491
1127.661,4.6080585,1.3113554,0.55674529,-0.61782664,2.1196582,-1.8241758,0.77167279,2.1733823,1.0940171
1127.751,4.6056166,1.3260074,0.55145514,-0.62271065,2.0,-1.7826618,0.82295483,2.1758242,1.0891331
1127.8309,4.6007328,1.3260074,0.55377042,-0.62759465,2.1611722,-1.6654457,0.84981686,2.1758242,1.0842491
1127.9209,4.6398048,1.3113554,0.55261278,-0.63003665,1.965812,-1.6532357,0.74481076,2.1782663,1.0940171
1127.9609,4.6471305,1.3235654,0.54293436,-0.64713067,1.953602,-1.7045177,0.71794873,2.1709402,1.0842491
1128.011,4.6153846,1.3357754,0.56642371,-0.63736266,2.0268621,-1.8144078,0.80830282,2.1709402,1.0989012
1128.0809,4.6666665,1.3528694,0.55584341,-0.63980466,2.0610502,-1.8778999,0.86446887,2.1733823,1.0989012
1128.131,4.6617827,1.3479854,0.5622912,-0.63736266,2.1318681,-1.7899878,0.79609281,2.1709402,1.1330892
1128.2209,4.6544566,1.3333334,0.55687988,-0.63736266,2.0927961,-1.8315018,0.85958487,2.1733823,1.0891331
1128.291,4.7057385,1.3308914,0.56268156,-0.63980466,1.968254,-1.9072039,0.87179488,2.1636143,1.0940171
1128.361,4.6300368,1.3260074,0.54397082,-0.62271065,1.992674,-1.7851038,0.80097681,2.1660562,1.0842491
1128.4509,4.6935287,1.3186814,0.55274737,-0.64468867,2.1172161,-1.7240537,0.83516484,2.1636143,1.1428572
1128.521,4.5763125,1.3284494,0.55313778,-0.64468867,2.0781441,-1.8803419,0.78144079,2.1636143,1.0989012
1128.551,4.6178265,1.3675214,0.54796875,-0.65201467,2.1440783,-1.7411478,0.7838828,2.1660562,1.0940171
1128.621,4.5885224,1.3601954,0.54203248,-0.65934068,2.1440783,-1.8119658,0.74969476,2.1587303,1.0891331
1128.851,4.5811968,1.3553114,0.55751258,-0.63003665,2.0976801,-1.9047619,0.7887668,2.1660562,1.0891331
1128.881,4.6105008,1.3455434,0.55184549,-0.64713067,2.1929183,-1.8608059,0.7887668,2.1636143,1.0989012
1128.9309,4.6178265,1.3162394,0.55739141,-0.65201467,2.0732601,-1.973138,0.75946277,2.1611722,1.1184372
1129.021,4.6544566,1.3113554,0.55533189,-0.65934068,2.1294262,-1.6752137,0.75457877,2.1660562,1.1379732
1129.051,4.6471305,1.3406594,0.55480695,-0.65445668,2.0781441,-1.6312577,0.77167279,2.1660562,1.1575092
1129.1809,4.6617827,1.3382174,0.55184549,-0.66178268,2.1367521,-1.8705739,0.72039074,2.1709402,1.1477412
1129.2009,4.6251526,1.3333334,0.56203544,-0.66666669,2.1074481,-1.7753358,0.73504275,2.1684983,1.1330892
1129.361,4.6178265,1.3284494,0.56513149,-0.63003665,2.0634921,-1.8217338,0.73504275,2.1709402,1.1282052
1129.401,4.6251526,1.3333334,0.55300313,-0.63736266,2.1367521,-1.7313797,0.81562883,2.1709402,1.1379732
1129.4709,4.5860806,1.3235654,0.55932981,-0.66178268,2.1636143,-1.7680098,0.75213677,2.1709402,1.1477412
1129.7109,4.5470085,1.3308914,0.55970669,-0.63980466,2.1343102,-1.7875458,0.79853481,2.1733823,1.1526252
1129.8409,4.5470085,1.3504274,0.55222243,-0.61538464,2.0366302,-1.7069597,0.7887668,2.1782663,1.1330892
1129.881,4.5421247,1.3553114,0.55545306,-0.62271065,2.0317461,-1.8266178,0.75213677,2.1733823,1.1623932
1129.9509,4.4884005,1.3699634,0.56242585,-0.62759465,2.2930403,-1.6923077,0.73748475,2.1733823,1.1623932
1130.011,4.4908423,1.3455434,0.55364931,-0.62759465,2.2051282,-1.9072039,0.72771674,2.1782663,1.1330892
1130.141,4.5128207,1.3431014,0.55854905,-0.63492066,2.1660562,-1.7460318,0.71062273,2.1758242,1.1428572
1130.2109,4.4981685,1.3455434,0.55648953,-0.63736266,2.014652,-1.6410257,0.70573872,2.1758242,1.1819292
1130.2209,4.4761906,1.3211234,0.55145514,-0.63492066,2.1684983,-1.8388278,0.73504275,2.1758242,1.1330892
1130.231,4.5006104,1.3235654,0.54965138,-0.65445668,2.3345544,-1.6459097,0.84737486,2.1855922,1.1330892
1130.301,4.5006104,1.3186814,0.55274737,-0.67399269,2.2075703,-1.8827839,0.85714287,2.1758242,1.1330892
1130.391,4.5665445,1.3260074,0.55416077,-0.67399269,2.1807082,-1.8632479,0.88400489,2.1782663,1.1428572
1130.561,4.7203908,1.3260074,0.56062204,-0.65201467,2.1025641,-1.995116,0.88400489,2.1807082,1.1575092
1130.9509,4.7081809,1.3260074,0.55764717,-0.66178268,2.1343102,-1.8192918,0.81807083,2.1807082,1.1526252
1131.111,4.6666665,1.3260074,0.55094361,-0.64468867,2.2026863,-1.9291819,0.82051283,2.1831503,1.1770452
